#string_protein_id	preferred_name	protein_size	annotation
10090.ENSMUSP00000086112	Olfm4	538	Olfactomedin-4; May promote proliferation of pancreatic cancer cells by favoring the transition from the S to G2/M phase. In myeloid leukemic cell lines, inhibits cell growth and induces cell differentiation and apoptosis. May play a role in the inhibition of EIF4EBP1 phosphorylation/deactivation. Facilitates cell adhesion, most probably through interaction with cell surface lectins and cadherin (By similarity).
10090.ENSMUSP00000086114	Grk2	689	Beta-adrenergic receptor kinase 1; Specifically phosphorylates the agonist-occupied form of the beta-adrenergic and closely related receptors, probably inducing a desensitization of them. Key regulator of LPAR1 signaling. Competes with RALA for binding to LPAR1 thus affecting the signaling properties of the receptor. Desensitizes LPAR1 and LPAR2 in a phosphorylation- independent manner. Positively regulates ciliary smoothened (SMO)- dependent Hedgehog (Hh) signaling pathway by facilitating the trafficking of SMO into the cilium and the stimulation of SMO activity. Belongs to the protei [...] 
10090.ENSMUSP00000086118	Slxl1	155	Slx-like 1.
10090.ENSMUSP00000086139	Adam22	904	Disintegrin and metalloproteinase domain-containing protein 22; Probable ligand for integrin in the brain. This is a non catalytic metalloprotease-like protein. Involved in regulation of cell adhesion and spreading and in inhibition of cell proliferation (By similarity). Neuronal receptor for LGI1.
10090.ENSMUSP00000086141	Zfp946	523	Zinc finger protein 946.
10090.ENSMUSP00000086157	Rtl8b	113	CAAX box 1 homolog A (Human).
10090.ENSMUSP00000086158	Rtl8a	113	Retrotransposon Gag like 8A.
10090.ENSMUSP00000086164	Zfp566	386	Zinc finger protein 566.
10090.ENSMUSP00000086166	Zfp948	667	Zinc finger protein 948.
10090.ENSMUSP00000086191	Zfp160	650	Zinc finger protein 160.
10090.ENSMUSP00000086204	Mapk11	364	Mitogen-activated protein kinase 11; Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK11 is one of the four p38 MAPKs which play an important role in the cascades of cellular responses evoked by extracellular stimuli such as proinflammatory cytokines or physical stress leading to direct activation of transcription factors. Accordingly, p38 MAPKs phosphorylate a broad range of proteins and it has been estimated that they may have approximately 200 to 300 substrates each. MAPK11 functions are mostly redundant with those of MA [...] 
10090.ENSMUSP00000086207	Mapk12	367	Mitogen-activated protein kinase 12; Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK12 is one of the four p38 MAPKs which play an important role in the cascades of cellular responses evoked by extracellular stimuli such as proinflammatory cytokines or physical stress leading to direct activation of transcription factors such as ELK1 and ATF2. Accordingly, p38 MAPKs phosphorylate a broad range of proteins and it has been estimated that they may have approximately 200 to 300 substrates each. Some of the targets are downstre [...] 
10090.ENSMUSP00000086252	Klra2	321	Killer cell lectin-like receptor 2; Receptor on natural killer (NK) cells for class I MHC.
10090.ENSMUSP00000086285	Tmcc1	649	Transmembrane and coiled-coil domains protein 1; Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission. Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission. Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane. Belongs to the TEX28 family.
10090.ENSMUSP00000086294	Espnl	1005	Espin-like protein; Binds to but does not cross-link actin. Required for the formation and maintenance of inner ear hair cell stereocilia and staircase formation. Essential for normal hearing.
10090.ENSMUSP00000086311	Bpifb9b	591	BPI fold-containing family B, member 9B.
10090.ENSMUSP00000086312	Gtf2f2	249	General transcription factor IIF subunit 2; TFIIF is a general transcription initiation factor that binds to RNA polymerase II and helps to recruit it to the initiation complex in collaboration with TFIIB. It promotes transcription elongation. This subunit shows ATP-dependent DNA-helicase activity (By similarity).
10090.ENSMUSP00000086314	Bpifb9a	591	Vomeromodulin.
10090.ENSMUSP00000086321	Gramd4	633	GRAM domain-containing protein 4; Plays a role as a mediator of E2F1-induced apoptosis in the absence of p53/TP53 (By similarity). Inhibits TLR9 response to nucelic acids and regulates TLR9-mediated innate immune response.
10090.ENSMUSP00000086333	Tmem181a	474	Transmembrane protein 181A.
10090.ENSMUSP00000086342	Bpifb3	473	BPI fold-containing family B member 3; May have the capacity to recognize and bind specific classes of odorants. May act as a carrier molecule, transporting odorants across the mucus layer to access receptor sites. May serve as a primary defense mechanism by recognizing and removing potentially harmful odorants or pathogenic microorganisms from the mucosa or clearing excess odorant from mucus to enable new odorant stimuli to be received (By similarity); Belongs to the BPI/LBP/Plunc superfamily. BPI/LBP family.
10090.ENSMUSP00000086347	Bpifb6	449	BPI fold-containing family B member 6.
10090.ENSMUSP00000086352	Pkdrej	2126	Polycystic kidney disease and receptor for egg jelly-related protein; May have a central role in fertilization. May generate a Ca(2+) transporting channel directly involved in initiating the acrosome reaction of the sperm; Belongs to the polycystin family.
10090.ENSMUSP00000086363	Lrch1	709	Leucine-rich repeat and calponin homology domain-containing protein 1; Acts as a negative regulator of GTPase CDC42 by sequestering CDC42-guanine exchange factor DOCK8. Probably by preventing CDC42 activation, negatively regulates CD4(+) T-cell migration in response to chemokine stimulation.
10090.ENSMUSP00000086383	Hrh1	488	Histamine H1 receptor; In peripheral tissues, the H1 subclass of histamine receptors mediates the contraction of smooth muscles, increase in capillary permeability due to contraction of terminal venules, and catecholamine release from adrenal medulla, as well as mediating neurotransmission in the central nervous system. Involved in circadian rhythm of locomotor activity and exploratory behavior. Also involved in responsiveness to pertussis toxin through its control of susceptibility to histamine hypersensitivity and enhancement of antigen-specific delayed-type hypersensitivity responses.
10090.ENSMUSP00000086405	Snn	88	Stannin; Plays a role in the toxic effects of organotins (By similarity). Plays a role in endosomal maturation.
10090.ENSMUSP00000086409	Mas1	324	Proto-oncogene Mas; Acts specifically as a functional antagonist of AGTR1 (angiotensin-2 type 1 receptor), although it up-regulates AGTR1 receptor levels. Positive regulation of AGTR1 levels occurs through activation of the G-proteins GNA11 and GNAQ, and stimulation of the protein kinase C signaling cascade. The antagonist effect on AGTR1 function is probably due to AGTR1 being physically altered by MAS1 (By similarity). Receptor for angiotensin 1-7.
10090.ENSMUSP00000086411	Fndc3a	1198	Fibronectin type-III domain-containing protein 3A; Mediates spermatid-Sertoli adhesion during spermatogenesis.
10090.ENSMUSP00000086422	Tm9sf4	643	Transmembrane 9 superfamily member 4; Associates with proteins harboring glycine-rich transmembrane domains and ensures their efficient localization to the cell surface. Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family.
10090.ENSMUSP00000086450	Nudt18	323	8-oxo-dGDP phosphatase NUDT18; Mediates the hydrolysis of oxidized nucleoside diphosphate derivatives. Hydrolyzes 8-oxo-7,8-dihydroguanine (8-oxo-Gua)-containing deoxyribo- and ribonucleoside diphosphates to the monophosphates. Hydrolyzes 8-oxo-dGDP and 8-oxo-GDP with the same efficiencies. Hydrolyzes also 8-OH-dADP and 2-OH-dADP. Exhibited no or minimal hydrolysis activity against 8-oxo-dGTP, 8-oxo-GTP, dGTP, GTP, dGDP and GDP. Probably removes oxidized guanine nucleotides from both the DNA and RNA precursor pools (By similarity); Belongs to the Nudix hydrolase family.
10090.ENSMUSP00000086459	Map3k4	1597	Mitogen-activated protein kinase kinase kinase 4; Component of a protein kinase signal transduction cascade. Activates the CSBP2, P38 and JNK MAPK pathways, but not the ERK pathway. Specifically phosphorylates and activates MAP2K4 and MAP2K6.
10090.ENSMUSP00000086460	H13	394	Minor histocompatibility antigen H13; Catalyzes intramembrane proteolysis of some signal peptides after they have been cleaved from a preprotein, resulting in the release of the fragment from the ER membrane into the cytoplasm. Required to generate lymphocyte cell surface (HLA-E) epitopes derived from MHC class I signal peptides. Involved in the intramembrane cleavage of the integral membrane protein PSEN1. Cleaves the integral membrane protein XBP1 isoform 1 in a DERL1/RNF139-dependent manner (By similarity). May play a role in graft rejection. Belongs to the peptidase A22B family.
10090.ENSMUSP00000086462	Rhox9	227	Reproductive homeobox on X chromosome 9.
10090.ENSMUSP00000086475	Rhox4e	205	Reproductive homeobox 4E.
10090.ENSMUSP00000086485	Pde10a	796	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A; Plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides. Can hydrolyze both cAMP and cGMP, but has higher affinity for cAMP and is more efficient with cAMP as substrate. May play a critical role in regulating cAMP and cGMP levels in the striatum, a region of the brain that contributes to the control of movement and cognition.
10090.ENSMUSP00000086498	1110057P08Rik	48	RIKEN cDNA 1110057P08 gene.
10090.ENSMUSP00000086499	Gm7735	52	Predicted gene 7735.
10090.ENSMUSP00000086505	1110025L11Rik	78	RIKEN cDNA 1110025L11 gene.
10090.ENSMUSP00000086506	Gm10228	78	Predicted gene 10228.
10090.ENSMUSP00000086507	Gm10229	77	Glycine tyrosine-rich hair keratin protein.
10090.ENSMUSP00000086511	Tcf15	195	Transcription factor 15; May function as an early transcriptional regulator, involved in the patterning of the mesoderm and in lineage determination of cell types derived from the mesoderm.
10090.ENSMUSP00000086530	Cyp2d9	504	Cytochrome P450 2D9; Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally unrelated compounds, including steroids, fatty acids, and xenobiotics.
10090.ENSMUSP00000086542	Nsfl1c	372	NSFL1 cofactor p47; Reduces the ATPase activity of VCP. Necessary for the fragmentation of Golgi stacks during mitosis and for VCP-mediated reassembly of Golgi stacks after mitosis. May play a role in VCP- mediated formation of transitional endoplasmic reticulum (tER). Inhibits the activity of CTSL (in vitro). Together with UBXN2B/p37, regulates the centrosomal levels of kinase AURKA/Aurora A during mitotic progression by promoting AURKA removal from centrosomes in prophase. Also, regulates spindle orientation during mitosis.
10090.ENSMUSP00000086560	Cenpm	180	Centromere protein M; Component of the CENPA-NAC (nucleosome-associated) complex, a complex that plays a central role in assembly of kinetochore proteins, mitotic progression and chromosome segregation. The CENPA-NAC complex recruits the CENPA-CAD (nucleosome distal) complex and may be involved in incorporation of newly synthesized CENPA into centromeres (By similarity).
